playerId,season,팀명,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,BB,HBP,SO,SLG,OBP,PA,TB,CS,SAC,SF,ERA,CG,SHO,W,L,SV,HLD,WPCT,TBF,NP,IP,ER
52002,2025,KT,0.2,9,5,2,1,0,0,0,0,0,,,,,,5,1,0,0,0,,,,,,,,,,,,
79402,2025,KT,0.252,110,345,40,87,14,0,5,47,3,,,,,,409,116,0,5,7,,,,,,,,,,,,
55043,2025,KT,,4,,,3,1,0,0,,,,,,,,,,,,,10.38,0,0,0,0,0,0,-,24,99,4 1/3,
51299,2025,KT,-,1,,1,0,,,0,,,1,1,0,,,,,,,,-,,,0,0,0,0,-,,,02월 03일,1
68906,2025,KT,0.182,9,11,0,2,0,0,0,0,0,1,0,0,0.182,0.25,,,,,,,,,,,,,,,,,
66064,2025,KT,0.32,28,,24,40,,,1,,,19,0,19,,,,,,,,6.75,,,3,0,0,3,1,,,30 2/3,23
67025,2025,KT,0.239,95,331,48,79,20,0,14,43,1,,,,,,384,141,1,0,4,,,,,,,,,,,,
50007,2025,KT,0.254,54,122,14,31,6,0,2,19,3,16,3,28,0.352,0.35,,,,,,,,,,,,,,,,,
64007,2025,KT,0.216,76,171,22,37,6,1,5,20,1,,,,,,207,60,1,3,3,,,,,,,,,,,,
67419,2025,KT,,19,,,20,7,0,3,,,,,,,,,,,,,3.25,0,0,1,0,0,0,1,118,514,27 2/3,
55046,2025,KT,,6,,,4,0,0,1,,,,,,,,,,,,,2.7,0,0,0,0,0,0,-,28,117,6 2/3,
55004,2025,KT,0.244,40,82,19,20,7,0,0,10,1,10,3,18,0.329,0.34,,,,,,,,,,,,,,,,,
69056,2025,KT,0.263,19,19,5,5,1,1,0,1,0,,,,,,21,8,1,0,0,,,,,,,,,,,,
52060,2025,KT,,65,,,66,10,1,9,,,,,,,,,,,,,3.55,0,0,5,6,35,1,0.455,293,1177,66,
55002,2025,KT,0.167,11,,4,5,,,1,,,8,1,4,,,,,,,,4.32,,,0,0,1,1,-,,,8 1/3,4
54009,2025,KT,0.257,22,35,6,9,1,0,0,4,0,3,2,7,0.286,0.35,,,,,,,,,,,,,,,,,
64166,2025,KT,0.205,96,239,25,49,11,2,2,28,6,,,,,,274,70,3,7,3,,,,,,,,,,,,
65516,2025,KT,,8,,,38,5,1,2,,,,,,,,,,,,,5.67,0,0,2,3,0,0,0.4,127,514,27,
55012,2025,KT,0,2,,0,0,,,0,,,1,0,2,,,,,,,,0,,,0,0,0,1,-,,,1,0
50109,2025,KT,0.356,28,,24,36,,,4,,,14,0,15,,,,,,,,8.22,,,1,2,1,7,0.333,,,23,21
50030,2025,KT,,25,,,149,24,2,6,,,,,,,,,,,,,3.25,0,0,9,7,1,0,0.563,593,2122,141 1/3,
69041,2025,KT,,58,,,66,16,1,6,,,,,,,,,,,,,3.84,0,0,5,0,1,13,1,257,938,58 2/3,
53057,2025,KT,0,5,5,0,0,0,0,0,0,0,1,0,1,0,0.167,,,,,,,,,,,,,,,,,
64012,2025,KT,-,3,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,
55013,2025,KT,0.263,36,137,24,36,11,0,2,11,2,,,,,,155,53,0,1,0,,,,,,,,,,,,
51057,2025,KT,0.232,27,69,12,16,5,0,0,5,1,6,0,22,0.304,0.289,,,,,,,,,,,,,,,,,
54007,2025,KT,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
67006,2025,KT,0.227,47,44,9,10,1,0,1,6,0,,,,,,56,14,2,4,1,,,,,,,,,,,,
52001,2025,KT,0.329,109,383,70,126,18,4,22,78,7,,,,,,467,218,0,0,3,,,,,,,,,,,,
55005,2025,KT,-,3,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,
50859,2025,KT,,24,,,126,25,1,9,,,,,,,,,,,,,3.34,0,0,11,8,0,0,0.579,559,2167,132,
64504,2025,KT,0.256,77,156,30,40,8,1,0,19,0,,,,,,184,50,0,8,1,,,,,,,,,,,,
75334,2025,KT,0.175,20,57,6,10,2,0,0,9,0,7,1,14,0.211,0.277,,,,,,,,,,,,,,,,,
73117,2025,KT,,52,,,44,6,0,2,,,,,,,,,,,,,2.49,0,0,1,2,0,9,0.333,181,649,43 1/3,
52006,2025,KT,0,1,,1,0,,,0,,,2,0,0,,,,,,,,13.5,,,0,0,0,1,-,,,02월 03일,1
54063,2025,KT,,52,,,56,10,0,8,,,,,,,,,,,,,5.21,0,0,0,3,0,14,0,259,1009,57,
51013,2025,KT,0.118,33,34,12,4,2,0,0,3,2,,,,,,41,6,1,0,0,,,,,,,,,,,,
68801,2025,KT,0,1,,0,0,,,0,,,1,0,1,,,,,,,,0,,,1,0,0,0,1,,,1,0
54064,2025,KT,0.442,9,,13,19,,,2,,,6,0,8,,,,,,,,12.96,,,0,0,0,4,-,,,8 1/3,12
55007,2025,KT,0.294,26,,31,48,,,7,,,14,2,27,,,,,,,,5.4,,,2,4,1,3,0.333,,,40,24
50092,2025,KT,0.059,26,17,3,1,1,0,0,0,1,,,,,,18,2,0,1,0,,,,,,,,,,,,
69054,2025,KT,,39,,,31,6,0,4,,,,,,,,,,,,,2.61,0,0,3,0,0,5,1,162,623,41 1/3,
52063,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69068,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54012,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55009,2025,KT,0.172,28,29,3,5,2,0,0,2,1,2,1,3,0.241,0.25,,,,,,,,,,,,,,,,,
54011,2025,KT,0.277,82,260,39,72,17,2,5,54,2,19,4,67,0.415,0.33,,,,,,,,,,,,,,,,,
55006,2025,KT,0.239,69,188,24,45,9,1,3,28,3,16,0,59,0.346,0.298,,,,,,,,,,,,,,,,,
67048,2025,KT,,6,,,9,3,0,0,,,,,,,,,,,,,16.62,0,0,0,0,0,0,-,27,100,4 1/3,
55003,2025,KT,0.221,39,77,5,17,4,0,0,11,0,12,2,23,0.273,0.337,,,,,,,,,,,,,,,,,
67644,2025,KT,0.252,58,131,20,33,4,0,4,14,0,,,,,,147,49,1,0,0,,,,,,,,,,,,
67066,2025,KT,0.279,19,,8,19,,,1,,,4,3,10,,,,,,,,3.71,,,0,1,0,1,0,,,17,7
53005,2025,KT,0.316,5,,2,6,,,0,,,0,0,5,,,,,,,,4.15,,,0,0,0,1,-,,,4 1/3,2
68896,2025,KT,,10,,,12,3,2,1,,,,,,,,,,,,,6.17,0,0,0,0,0,0,-,53,195,11 2/3,
69623,2025,KT,0.3,21,,15,24,,,0,,,17,0,10,,,,,,,,6.64,,,1,0,0,5,1,,,20 1/3,15
54014,2025,KT,0.286,9,,9,10,,,0,,,4,0,6,,,,,,,,8.64,,,1,1,0,1,0.5,,,8 1/3,8
68504,2025,KT,0.338,31,68,8,23,7,0,1,8,0,,,,,,73,33,0,1,0,,,,,,,,,,,,
69113,2025,KT,,10,,,11,1,0,0,,,,,,,,,,,,,5.19,0,0,0,0,0,0,-,42,179,8 2/3,
55010,2025,KT,0.359,22,,19,28,,,1,,,7,0,13,,,,,,,,5.09,,,0,2,1,1,0,,,17 2/3,10
78548,2025,KT,0.252,126,401,43,101,13,0,14,58,0,,,,,,466,156,1,2,8,,,,,,,,,,,,
64115,2025,KT,0.207,70,135,9,28,3,0,1,11,0,,,,,,148,34,0,4,1,,,,,,,,,,,,
66706,2025,KT,0.203,84,138,19,28,3,1,4,18,1,,,,,,155,45,0,4,1,,,,,,,,,,,,
69047,2025,KT,,21,,,18,4,0,0,,,,,,,,,,,,,3.95,0,0,0,1,0,4,0,66,257,13 2/3,
55008,2025,KT,0.259,50,85,25,22,4,2,2,12,5,16,2,15,0.424,0.385,,,,,,,,,,,,,,,,,
55011,2025,KT,0.222,4,,3,2,,,0,,,2,0,0,,,,,,,,10.13,,,1,0,0,0,1,,,2 2/3,3
52007,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68089,2025,KT,0.187,63,75,7,14,4,0,0,11,0,,,,,,90,18,0,6,0,,,,,,,,,,,,
64768,2025,KT,,3,,,17,2,1,2,,,,,,,,,,,,,5.4,0,0,1,2,0,0,0.333,50,173,11 2/3,
65060,2025,KT,,34,,,48,2,0,3,,,,,,,,,,,,,4.43,0,0,0,1,0,0,0,176,634,40 2/3,
51060,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79140,2025,KT,,20,,,27,5,1,4,,,,,,,,,,,,,8.68,0,0,1,1,0,0,0.5,91,326,18 2/3,
52008,2025,KT,0.204,43,108,19,22,1,2,2,9,0,13,3,26,0.306,0.299,,,,,,,,,,,,,,,,,
51007,2025,KT,0.105,32,19,3,2,0,0,0,2,1,,,,,,21,2,0,1,0,,,,,,,,,,,,
50650,2025,KT,,7,,,13,1,0,0,,,,,,,,,,,,,2,0,0,1,0,0,0,1,39,128,9,
69032,2025,KT,,18,,,104,14,2,13,,,,,,,,,,,,,5.4,0,0,3,10,0,0,0.231,445,1663,98 1/3,
55032,2025,KT,,13,,,57,9,2,2,,,,,,,,,,,,,3.46,0,0,3,3,0,2,0.5,233,870,52,
52065,2025,KT,0,2,,4,0,,,0,,,5,0,2,,,,,,,,36,,,0,0,0,0,-,,,1,4
51058,2025,KT,,2,,,4,0,0,0,,,,,,,,,,,,,16.2,0,0,0,0,0,0,-,11,40,1 2/3,
79240,2025,KT,0.284,111,408,44,116,17,0,4,40,4,,,,,,467,145,1,3,3,,,,,,,,,,,,
54354,2025,KT,,31,,,168,22,2,15,,,,,,,,,,,,,3.94,0,0,9,9,0,1,0.5,694,2652,160,
76313,2025,KT,0.274,109,372,48,102,18,0,6,43,3,,,,,,410,138,1,1,2,,,,,,,,,,,,
50905,2025,NC,0.324,7,,25,24,,,3,,,17,4,9,,,,,,,,9.82,,,0,2,0,0,0,,,18 1/3,20
54908,2025,NC,0.25,15,8,4,2,0,0,0,0,1,,,,,,9,2,1,0,0,,,,,,,,,,,,
65933,2025,NC,,3,,,13,3,0,1,,,,,,,,,,,,,3.48,0,0,0,0,0,0,-,43,172,10 1/3,
63963,2025,NC,0.24,132,346,54,83,24,0,6,37,5,,,,,,439,125,5,4,2,,,,,,,,,,,,
52995,2025,NC,,21,,,75,13,1,10,,,,,,,,,,,,,6.56,0,0,3,4,0,1,0.429,327,1290,70,
55933,2025,NC,0.229,19,35,7,8,3,0,0,11,0,4,2,10,0.314,0.333,,,,,,,,,,,,,,,,,
54913,2025,NC,,7,,,5,2,0,0,,,,,,,,,,,,,7.71,0,0,0,0,0,1,-,23,96,4 2/3,
54901,2025,NC,0.389,3,,4,7,,,2,,,2,1,5,,,,,,,,10.8,,,0,0,0,0,-,,,3 1/3,4
69980,2025,NC,0,1,1,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,
54905,2025,NC,0.259,78,193,36,50,10,1,6,35,2,33,1,30,0.415,0.365,,,,,,,,,,,,,,,,,
68900,2025,NC,,44,,,39,4,0,3,,,,,,,,,,,,,3.07,0,0,3,3,0,21,0.5,178,709,41,
64580,2025,NC,,22,,,32,6,1,5,,,,,,,,,,,,,6.23,0,0,0,0,0,2,-,111,402,21 2/3,
51903,2025,NC,0.444,7,9,2,4,0,0,0,0,0,,,,,,10,4,0,1,0,,,,,,,,,,,,
51907,2025,NC,0.293,140,522,94,153,25,8,15,65,40,,,,,,604,239,11,4,2,,,,,,,,,,,,
54910,2025,NC,0.259,32,,13,30,,,0,,,27,2,25,,,,,,,,3.34,,,5,1,0,4,0.833,,,32 1/3,12
51901,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67954,2025,NC,,75,,,52,12,1,5,,,,,,,,,,,,,3.42,0,0,4,3,6,20,0.571,311,1282,71,
50992,2025,NC,,5,,,17,3,0,4,,,,,,,,,,,,,11.7,0,0,0,0,0,1,-,57,245,10,
67956,2025,NC,,5,,,5,1,0,2,,,,,,,,,,,,,12,0,0,0,0,0,1,-,17,69,3,
54912,2025,NC,0.167,10,12,1,2,1,0,0,1,0,3,0,1,0.25,0.333,,,,,,,,,,,,,,,,,
55995,2025,NC,,18,,,17,2,0,4,,,,,,,,,,,,,5.21,0,0,0,0,0,0,-,94,356,19,
50902,2025,NC,0.313,73,64,13,20,2,0,0,5,1,,,,,,72,22,0,2,0,,,,,,,,,,,,
68912,2025,NC,0.239,123,347,51,83,10,1,18,53,3,,,,,,398,149,0,2,2,,,,,,,,,,,,
54959,2025,NC,0.176,5,,13,12,,,2,,,14,2,17,,,,,,,,4.19,,,0,1,0,1,0,,,19 1/3,9
51344,2025,NC,0.24,138,416,61,100,18,1,16,52,10,,,,,,483,168,1,2,2,,,,,,,,,,,,
53914,2025,NC,0.294,40,,29,52,,,9,,,13,0,32,,,,,,,,4.6,,,5,4,5,2,0.556,,,45,23
54944,2025,NC,,1,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,-,1,2,01월 03일,
66965,2025,NC,,1,,,3,0,0,1,,,,,,,,,,,,,9,0,0,0,0,0,0,-,6,16,1,
55903,2025,NC,,29,,,131,25,2,17,,,,,,,,,,,,,3.51,0,0,16,7,0,0,0.696,687,2830,166 2/3,
55912,2025,NC,,31,,,175,30,2,17,,,,,,,,,,,,,4.55,0,0,6,12,0,0,0.333,745,2946,166,
65949,2025,NC,,62,,,50,7,1,6,,,,,,,,,,,,,3.27,0,0,4,3,29,0,0.571,275,1061,66,
53973,2025,NC,,16,,,68,8,3,6,,,,,,,,,,,,,6.05,0,0,3,5,0,0,0.375,280,1115,58,
79215,2025,NC,0.288,120,371,41,107,23,1,8,64,6,,,,,,427,156,4,1,5,,,,,,,,,,,,
52994,2025,NC,0.227,22,,13,17,,,2,,,8,4,14,,,,,,,,5.66,,,4,3,1,3,0.571,,,20 2/3,13
62907,2025,NC,0.302,116,404,64,122,25,8,3,67,28,,,,,,467,172,8,4,4,,,,,,,,,,,,
52980,2025,NC,0.235,19,51,7,12,1,0,0,4,0,5,2,8,0.255,0.322,,,,,,,,,,,,,,,,,
62244,2025,NC,0.163,48,86,8,14,3,0,2,10,1,,,,,,93,23,0,0,1,,,,,,,,,,,,
50996,2025,NC,0.204,52,54,12,11,2,0,1,4,1,,,,,,60,16,0,1,0,,,,,,,,,,,,
50906,2025,NC,0.25,15,4,8,1,0,0,0,1,4,,,,,,5,1,1,0,0,,,,,,,,,,,,
54911,2025,NC,0.232,57,112,22,26,5,0,5,20,4,20,3,25,0.411,0.36,,,,,,,,,,,,,,,,,
69900,2025,NC,0.354,64,161,31,57,5,0,1,18,4,19,2,26,0.404,0.426,,,,,,,,,,,,,,,,,
68097,2025,NC,0.188,6,,2,3,,,0,,,2,0,3,,,,,,,,2.25,,,0,1,0,0,0,,,4,1
69994,2025,NC,0.358,31,,33,44,,,2,,,20,1,22,,,,,,,,8.26,,,0,1,0,3,0,,,28 1/3,26
53992,2025,NC,0.118,8,17,2,2,0,0,2,3,0,,,,,,19,8,0,0,0,,,,,,,,,,,,
64995,2025,NC,,68,,,47,6,1,3,,,,,,,,,,,,,4.27,0,0,2,4,2,24,0.333,264,1085,59,
53999,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66068,2025,NC,0.25,13,,8,9,,,1,,,12,1,5,,,,,,,,5.23,,,0,1,0,2,0,,,10 1/3,6
52906,2025,NC,0.26,31,73,12,19,4,1,1,9,1,6,1,16,0.384,0.313,,,,,,,,,,,,,,,,,
69995,2025,NC,0.266,99,248,19,66,7,1,2,25,7,,,,,,275,81,3,9,4,,,,,,,,,,,,
67962,2025,NC,,7,,,5,1,0,0,,,,,,,,,,,,,5.63,0,0,0,0,0,0,-,36,140,8,
54904,2025,NC,,50,,,52,5,0,4,,,,,,,,,,,,,4.41,0,0,6,1,0,7,0.857,215,772,49,
69203,2025,NC,0.2,13,15,0,3,1,0,0,2,0,,,,,,15,4,0,0,0,,,,,,,,,,,,
55917,2025,NC,0.295,21,44,7,13,1,0,0,6,0,7,2,8,0.318,0.415,,,,,,,,,,,,,,,,,
68902,2025,NC,,27,,,145,18,2,23,,,,,,,,,,,,,4.79,1,0,6,3,0,0,0.667,558,2257,129 2/3,
53989,2025,NC,0.345,41,110,19,38,4,4,1,18,1,15,1,14,0.482,0.425,,,,,,,,,,,,,,,,,
53919,2025,NC,,8,,,8,2,0,2,,,,,,,,,,,,,7.53,0,0,1,3,0,0,0.25,68,307,14 1/3,
53991,2025,상무,0.2,36,75,8,15,4,0,4,15,0,1,0,22,0.413,0.208,,,,,,,,,,,,,,,,,
50901,2025,NC,0,4,6,0,0,0,0,0,1,0,,,,,,7,0,0,0,1,,,,,,,,,,,,
64022,2025,NC,0.143,33,49,2,7,3,0,0,6,0,,,,,,60,10,0,1,0,,,,,,,,,,,,
55920,2025,NC,0.25,7,12,2,3,1,0,0,0,0,0,0,2,0.333,0.25,,,,,,,,,,,,,,,,,
68904,2025,NC,0.235,65,153,13,36,5,0,3,23,2,,,,,,176,50,2,0,0,,,,,,,,,,,,
51991,2025,NC,0.571,1,,4,4,,,0,,,2,0,1,,,,,,,,36,,,0,0,0,0,-,,,1,4
51996,2025,NC,0.25,14,12,6,3,0,0,0,1,2,,,,,,13,3,1,0,0,,,,,,,,,,,,
54906,2025,NC,0.325,9,,26,39,,,2,,,12,8,21,,,,,,,,8.26,,,1,1,0,0,0.5,,,28 1/3,26
55925,2025,NC,0.138,13,29,4,4,1,0,0,1,3,1,0,8,0.172,0.167,,,,,,,,,,,,,,,,,
55997,2025,NC,0.248,8,,21,31,,,5,,,21,2,28,,,,,,,,5.45,,,2,2,0,0,0.5,,,33,20
77211,2025,NC,,12,,,23,4,0,1,,,,,,,,,,,,,10.57,0,0,1,2,0,1,0.333,83,334,15 1/3,
63260,2025,NC,0.247,102,292,26,72,20,1,3,31,2,,,,,,329,103,1,1,3,,,,,,,,,,,,
60263,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52992,2025,NC,,25,,,43,7,1,8,,,,,,,,,,,,,7.3,0,0,1,3,0,0,0.25,170,699,37,
52907,2025,NC,0.262,19,42,6,11,2,3,1,10,0,4,0,6,0.524,0.326,,,,,,,,,,,,,,,,,
54900,2025,NC,,1,,,2,1,0,0,,,,,,,,,,,,,18,0,0,0,0,0,0,-,8,34,1,
63959,2025,NC,,31,,,18,3,1,3,,,,,,,,,,,,,4.82,0,0,1,1,0,4,0.5,88,336,18 2/3,
52902,2025,NC,,4,,,1,0,0,0,,,,,,,,,,,,,7.71,0,0,0,1,0,1,0,13,56,2 1/3,
50900,2025,NC,0.333,5,,10,6,,,0,,,12,0,3,,,,,,,,19.29,,,1,0,0,0,1,,,4 2/3,10
55993,2025,NC,0.196,29,46,13,9,0,0,0,4,5,9,1,10,0.196,0.333,,,,,,,,,,,,,,,,,
69204,2025,NC,0.212,25,,24,22,,,2,,,34,5,19,,,,,,,,6.37,,,5,2,0,3,0.714,,,29 2/3,21
69969,2025,NC,,72,,,84,12,2,2,,,,,,,,,,,,,4.29,0,0,7,7,2,12,0.5,355,1275,77 2/3,
50995,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53995,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52903,2025,NC,,6,,,12,2,0,3,,,,,,,,,,,,,6.92,0,0,0,1,0,0,0,61,258,13,
55927,2025,NC,0.333,6,18,2,6,2,0,0,1,0,1,0,2,0.444,0.368,,,,,,,,,,,,,,,,,
54907,2025,NC,0.222,4,9,2,2,0,0,0,1,0,2,0,2,0.222,0.364,,,,,,,,,,,,,,,,,
52908,2025,NC,0.269,52,130,16,35,7,1,3,16,3,11,2,35,0.408,0.336,,,,,,,,,,,,,,,,,
67905,2025,NC,0.226,125,248,46,56,8,3,6,26,15,,,,,,279,88,4,6,3,,,,,,,,,,,,
68909,2025,NC,0.275,20,51,8,14,6,0,0,2,1,3,1,7,0.392,0.327,,,,,,,,,,,,,,,,,
66920,2025,NC,,35,,,62,13,2,6,,,,,,,,,,,,,6.23,0,0,2,2,0,4,0.5,228,921,47 2/3,
54903,2025,NC,,11,,,21,5,0,1,,,,,,,,,,,,,8.1,0,0,0,0,0,0,-,69,259,13 1/3,
66606,2025,NC,0.23,122,400,57,92,11,3,6,41,24,,,,,,435,127,7,2,5,,,,,,,,,,,,
55913,2025,NC,0.273,5,,4,6,,,0,,,3,0,3,,,,,,,,6,,,0,1,0,0,0,,,6,4
69992,2025,NC,0.275,91,120,40,33,3,0,0,11,30,,,,,,155,36,6,4,1,,,,,,,,,,,,
68639,2025,NC,,9,,,9,3,0,0,,,,,,,,,,,,,6.75,0,0,1,1,0,1,0.5,32,123,5 1/3,
64101,2025,NC,0.189,57,111,16,21,4,0,3,20,1,,,,,,136,34,1,4,2,,,,,,,,,,,,
50903,2025,NC,0.185,16,27,2,5,0,0,0,4,0,,,,,,31,5,0,0,0,,,,,,,,,,,,
54902,2025,NC,0.667,1,,3,4,,,0,,,2,0,0,,,,,,,,40.5,,,0,0,0,0,-,,,02월 03일,3
55996,2025,NC,0.29,12,,19,29,,,5,,,7,2,24,,,,,,,,6.12,,,0,2,0,0,0,,,25,17
50600,2025,NC,0.167,60,72,16,12,0,0,0,3,1,,,,,,84,12,2,4,1,,,,,,,,,,,,
55532,2025,롯데,,19,,,97,16,0,6,,,,,,,,,,,,,3.58,0,0,7,8,0,0,0.467,475,1866,108,
54567,2025,롯데,-,1,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,,,,,,,,,,,,
54506,2025,롯데,0,1,1,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,
69517,2025,롯데,0.275,119,462,71,127,21,2,4,45,5,,,,,,530,164,1,6,4,,,,,,,,,,,,
63543,2025,롯데,,11,,,9,1,1,1,,,,,,,,,,,,,7,0,0,0,1,0,1,0,45,187,9,
65522,2025,롯데,,67,,,69,15,1,9,,,,,,,,,,,,,4,0,0,2,2,0,4,0.5,306,1135,72,
53540,2025,롯데,0.143,4,,5,6,,,1,,,6,1,8,,,,,,,,2.25,,,0,1,0,0,0,,,12,3
54511,2025,롯데,0.245,67,184,32,45,11,1,7,27,4,23,3,42,0.429,0.333,,,,,,,,,,,,,,,,,
68585,2025,롯데,0.6,3,,9,9,,,0,,,5,2,0,,,,,,,,18.9,,,0,1,0,0,0,,,3 1/3,7
69592,2025,롯데,0.282,65,163,35,46,6,0,10,38,2,20,4,37,0.503,0.372,,,,,,,,,,,,,,,,,
52504,2025,롯데,0.225,92,89,19,20,4,1,0,6,13,,,,,,114,26,4,4,0,,,,,,,,,,,,
55502,2025,롯데,0.305,75,259,50,79,20,0,11,67,0,52,1,53,0.51,0.415,,,,,,,,,,,,,,,,,
77564,2025,롯데,0.248,94,210,25,52,13,0,3,35,0,,,,,,249,74,1,2,1,,,,,,,,,,,,
76430,2025,롯데,,44,,,47,10,0,4,,,,,,,,,,,,,6.56,0,0,0,1,2,3,0,176,629,35 2/3,
52514,2025,롯데,0.265,67,170,31,45,5,3,5,28,7,17,1,29,0.418,0.333,,,,,,,,,,,,,,,,,
62528,2025,롯데,,52,,,54,10,2,4,,,,,,,,,,,,,2.58,0,0,4,2,32,0,0.667,263,1087,59 1/3,
51516,2025,롯데,,14,,,42,6,0,10,,,,,,,,,,,,,10,0,0,1,3,0,0,0.25,136,544,27,
51586,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55507,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55566,2025,롯데,,1,,,1,0,0,0,,,,,,,,,,,,,4.5,0,0,0,0,0,0,-,12,51,2,
55501,2025,롯데,0.32,3,,9,8,,,0,,,9,1,5,,,,,,,,12.79,,,0,1,0,0,0,,,6 1/3,9
67539,2025,롯데,,28,,,143,23,3,13,,,,,,,,,,,,,3.87,0,0,3,7,0,0,0.3,601,2328,137 1/3,
51551,2025,롯데,0.231,103,321,40,74,12,2,9,44,0,,,,,,385,117,0,3,1,,,,,,,,,,,,
62931,2025,롯데,0.258,27,62,11,16,1,2,1,5,0,,,,,,68,24,0,0,0,,,,,,,,,,,,
55536,2025,롯데,,22,,,123,20,2,10,,,,,,,,,,,,,3.65,0,0,10,5,0,0,0.667,529,2100,123 1/3,
54529,2025,롯데,0.329,142,565,75,186,43,1,13,106,7,,,,,,635,270,1,0,9,,,,,,,,,,,,
53597,2025,롯데,0.281,12,32,7,9,2,0,1,6,1,8,0,10,0.438,0.415,,,,,,,,,,,,,,,,,
55509,2025,롯데,0.667,6,3,1,2,0,0,0,1,0,,,,,,3,2,0,0,0,,,,,,,,,,,,
50563,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64021,2025,롯데,,29,,,183,46,1,15,,,,,,,,,,,,,4.93,0,0,11,13,0,0,0.458,722,2694,160 2/3,
66047,2025,롯데,0.276,44,,31,51,,,3,,,28,5,46,,,,,,,,5.29,,,4,1,2,7,0.8,,,47 2/3,28
55568,2025,롯데,,3,,,8,5,0,1,,,,,,,,,,,,,14.73,0,0,0,0,0,0,-,21,65,3 2/3,
62802,2025,롯데,0.19,52,84,10,16,3,0,0,5,1,,,,,,92,19,1,2,0,,,,,,,,,,,,
60559,2025,롯데,,11,,,9,4,0,0,,,,,,,,,,,,,11.05,0,0,1,0,0,0,1,42,169,7 1/3,
69507,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55563,2025,롯데,0.286,9,14,2,4,1,0,1,3,0,,,,,,16,8,0,0,0,,,,,,,,,,,,
54503,2025,롯데,,10,,,20,3,1,0,,,,,,,,,,,,,9.58,0,0,1,2,0,1,0.333,57,208,10 1/3,
55508,2025,롯데,0.311,59,135,26,42,7,1,0,17,5,10,10,14,0.378,0.392,,,,,,,,,,,,,,,,,
69594,2025,롯데,,50,,,72,9,3,10,,,,,,,,,,,,,5.18,0,0,3,2,1,3,0.6,286,1104,66,
63512,2025,롯데,,7,,,9,3,0,1,,,,,,,,,,,,,8.44,0,0,0,0,0,0,-,29,104,5 1/3,
55530,2025,롯데,0.341,47,129,20,44,8,2,3,19,1,,,,,,147,65,1,0,1,,,,,,,,,,,,
52528,2025,롯데,,8,,,47,14,2,4,,,,,,,,,,,,,5.32,0,0,3,4,0,0,0.429,204,761,45 2/3,
54504,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53598,2025,롯데,0.294,45,102,20,30,5,0,2,14,7,12,6,7,0.402,0.393,,,,,,,,,,,,,,,,,
54507,2025,롯데,0.218,36,87,15,19,4,1,5,14,0,8,2,30,0.46,0.299,,,,,,,,,,,,,,,,,
55526,2025,롯데,,10,,,45,9,1,7,,,,,,,,,,,,,9.93,0,0,1,4,0,0,0.2,146,572,29,
53569,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560,2025,롯데,0.25,1,,0,1,,,0,,,1,0,0,,,,,,,,0,,,0,0,0,0,-,,,1,0
51528,2025,롯데,0.158,49,57,6,9,0,0,1,3,0,,,,,,64,12,0,2,0,,,,,,,,,,,,
50150,2025,롯데,0.252,96,325,39,82,12,0,4,41,7,,,,,,372,106,0,11,4,,,,,,,,,,,,
51594,2025,롯데,,45,,,19,4,0,3,,,,,,,,,,,,,4.05,0,0,1,0,0,3,1,120,488,26 2/3,
68067,2025,롯데,0.363,18,,28,41,,,3,,,10,7,15,,,,,,,,8.31,,,0,0,1,2,-,,,26,24
69508,2025,롯데,0.167,11,12,1,2,0,0,0,0,1,,,,,,13,2,0,1,0,,,,,,,,,,,,
64017,2025,롯데,,4,,,5,1,0,0,,,,,,,,,,,,,3,0,0,1,0,0,0,1,15,48,3,
